texto,sentimiento,sentiment_label,sentiment_probabilities
Estos días trataré de hacer deporte con mis amigos y desconectar.,Positivo,1,"[0.00414055772125721, 0.9958594441413879]"
El ahorro d las familias españolas bajó en 2011 xq perdieron poder adquisitivo (precios subieron +q renta disponible).,Negativo,0,"[0.9991212487220764, 0.0008787550614215434]"
450 toneladas de tapones para salvar la vida de la pequeña Aitana ,Positivo,1,"[0.0006223607342690229, 0.9993776679039001]"
"Desde que en julio de 1988 empecé a trabajar en ABC, hoy es el primer día sin Mingote",Negativo,0,"[0.9990504384040833, 0.0009495119447819889]"
"""Si un violador está libre, el sistema judicial está fallando"" ",Negativo,0,"[0.9990729093551636, 0.0009270085720345378]"
"El blogger de Periodista Digital me pide disculpas por el lamentable episodio de la huelga general y mi foto ""familiar"" ",Negativo,0,"[0.9983079433441162, 0.0016920915804803371]"
Primera semana santa de vacaciones en 35 años a disfrutarla junto mi amor RominaBelluscio y mis grandes amigos wallylopez  maytitalozano,Positivo,1,"[0.000226357311476022, 0.9997736811637878]"
Feliz semana santa para todos los twitteros y en especial para mi amigo javipp_84 .,Positivo,1,"[0.00024119805311784148, 0.999758780002594]"
"El gobierno anterior en Extremadura presupuestó y gastó 140 mill € en concepto de deuda histórica, nosotros presupuestamos 0€ y obtenemos 20",Negativo,0,"[0.9987629652023315, 0.0012371072079986334]"
"Las obras de la N110 (Valle del Jerte), estaban paralizadas. ahora cuentan con 600.0€",Negativo,0,"[0.9989832043647766, 0.0010167447617277503]"
Atención a los movimientos de Fátima Bañez para conseguir más apoyos parlamentarios a su reforma laboral ,Negativo,0,"[0.9975679516792297, 0.0024319791700690985]"
El Gobierno intervendrá Andalucía si no cumple el déficit. No caben medias tintas.,Negativo,0,"[0.9992478489875793, 0.000752164633013308]"
".marianorajoy "" España se enfrenta ahora a una situación de extrema dificultad. Y el que no quiera darse cuenta se equivoca """,Negativo,0,"[0.998659610748291, 0.0013403919292613864]"
".marianorajoy "" en 2012 nos vamos a gastar casi 5 billones d las antiguas pesetas a pagar intereses de la deuda""",Negativo,0,"[0.9989412426948547, 0.0010587112046778202]"
"Empezamos  Dandocana: Hoy en DandoCaña estarán Albert_Rivera Ramón Pi, CriadoSusana y Miguel Barrachina. Muchos temas que analizar.",Neutral,1,"[0.00156562274787575, 0.9984343647956848]"
".noeliamtnez: tras el fallo del Supremo, el Ayto Madrid no puede exigir a los ciudadanos que paguen la tasa de vados ",Neutral,0,"[0.9973770380020142, 0.0026230013463646173]"
".marianorajoy "" ahora las CCAA y los Ayuntamientos deben ajustar sus presupuestos como hemos hecho en  el Estado""",Positivo,0,"[0.9980644583702087, 0.0019355335971340537]"
DiegoMazon78 marielarubio link!,Neutral,1,"[0.00046413077507168055, 0.9995359182357788]"
"“babyidols: Me ha gustado su libro. Me ha recordado a Beigbeder, Palahniuk o Moore, y eso son palabras mayores. Bravo.” Ole!",Positivo,1,"[0.00027587288059294224, 0.9997240900993347]"
"Ahora nos toca salir adelante en una situación muy difícil , mientras los q no hicieron nada mas que gastar, protestan. Es lo que hay",Negativo,0,"[0.9993863105773926, 0.0006137280724942684]"
"Hala, me voy a ponerme a ivanferreiro en el iPod. (Pause).",Positivo,1,"[0.0012646651593968272, 0.9987353682518005]"
"Orden del Día del Pleno del Congreso de 10 de abril, con preguntas. ",Neutral,0,"[0.945671796798706, 0.054328229278326035]"
"Ahora q Andalucía y Cataluña se quejan por los PGE, habría que refrescar la sentencia del Constitucional sb el Estatut y su fundamento 138.",Negativo,0,"[0.9960939288139343, 0.0039060458075255156]"
"Hay que ser bestia y mala! “libertaddigital: ""A Cospedal es para crucificarla y enterrarla en el cementerio nuclear"" ",Negativo,0,"[0.9994631409645081, 0.0005368217825889587]"
Definición de planazo: albariño y playa del Bao (vigo).  En Lasbarricas ,Positivo,1,"[0.00037052895640954375, 0.9996294975280762]"
Lo q mas me preocupa es que los Presupuestos  parecen obedecer a unas órdenes de los mercados pero no a un rumbo de país. Me da que no.,Negativo,0,"[0.9995229244232178, 0.0004770421364810318]"
"Garzón se queja d que le quitan la escolta. Olvida que ahora ya no es juez, es un delincuente condenado por el Tribunal Supremo.",Negativo,0,"[0.9996417760848999, 0.00035826960811391473]"
"La Marina Irlandesa detiene a un barco español. ""defenceforces Navy detain Spanish Vessel for alleged fishing irregularity this pm""",Negativo,0,"[0.9989401698112488, 0.001059805043041706]"
DiegoMazon78 tutururú,Negativo,1,"[0.11935529857873917, 0.880644679069519]"
Exaltación . El trono de JuanMa_Moreno . Para ti Juanma que se que te estas acordando c/c ManuelaVillena ,Positivo,1,"[0.001230619614943862, 0.9987693428993225]"
El gobierno incrementa las transferencias a las CCAA pero Cataluña sigue derrochando dinero público. TelediarioInter 20:30,Negativo,0,"[0.9995242357254028, 0.0004758110153488815]"
En mi página les cuento todo sobre mi lesión y más sobre mi recuperación ,Neutral,1,"[0.017667073756456375, 0.9823328852653503]"
Descubren en Grecia una isla de ciegos con mucho fraude. ¿Como España? TelediarioInter 20:00,Negativo,0,"[0.9993135929107666, 0.0006863817106932402]"
"Descartes no daba su dirección, se cambiaba de casa, salía a deshoras, despistaba escribiendo con remites falsos. Para poder pensar, decía",Positivo,0,"[0.9992758631706238, 0.0007241684361360967]"
"Otra dulce puñalada. Bienvenida, Rocío. “tiatoty: pedroj_ramirez me acabo de abonar.vamos a ver como va!”",Positivo,1,"[0.0003248812281526625, 0.9996751546859741]"
“NacheteSan: carlosdavidgf un honor que nos represente apedraza_avt y en compañía de MiguelFolguera” hoy en ELORRIO,Positivo,1,"[0.0004313396639190614, 0.9995686411857605]"
"Curiosidades del CIS: la reforma laboral apenas es mencionada como uno de los problemas de España (1,2%); el desempleo abruma (84%)",Negativo,0,"[0.9994210004806519, 0.0005789855495095253]"
Argentina podría utilizar los fondos de jubilados para comprar YPF. Cotización de Repsol ya descuenta la nacionalización,Negativo,0,"[0.9995796084403992, 0.0004203373100608587]"
"ssanta12 de sevillahoy,Maria Dolores de Cospedal en directo nos visita en el set de  giraldatv ",Neutral,1,"[0.00035187642788514495, 0.9996480941772461]"
"La situación es complicada, pero el Gobierno sabe lo que tiene que hacer para que España vuelva a crecer y crear empleo ",Positivo,1,"[0.0023907823488116264, 0.9976092576980591]"
Consolación y lagrimas. Es preciosa . malagasanta cofradiasmlg malaga  ,Positivo,1,"[0.00035607264726422727, 0.9996439218521118]"
"Buenas noches, Barrio Tuiter. Os dejo el retrato q me ha hecho mi hija. Quizá no sea la única q me ve con esa cara :) ",Positivo,1,"[0.00070949801011011, 0.9992904663085938]"
Contra las minas antipersona. ,Positivo,1,"[0.0016082077054306865, 0.9983918070793152]"
"""Tu huella es mi paz,y tu horizonte es mi temor, pero tu huella es mi paz""",Positivo,1,"[0.0004988926229998469, 0.99950110912323]"
"CotiOficial: paurubio hola,hello cotonette!",Neutral,1,"[0.0002779827336780727, 0.9997219443321228]"
Que buenos están los cookies de esta franquicia canadiense. con su granizadito de café teniaquedecirlo ,Positivo,1,"[0.0003541389596648514, 0.9996458292007446]"
Buenos días!,Neutral,1,"[0.00029499901575036347, 0.9997050166130066]"
Ya esta aquí La Legión cofradiasmlg ,Neutral,1,"[0.0679871141910553, 0.9320128560066223]"
Amartinbeaumont crees q puede aplicarse in modelo de gobierno tecnocrata en España? Existe ese riesgo?,Negativo,0,"[0.9958386421203613, 0.004161376506090164]"
. eliasbendodo y Antonio Banderas malagasanta cofradiasmlg malaga Muelle Uno ,Neutral,1,"[0.0037559508346021175, 0.9962440729141235]"
"Aquí estamos, disparados, como la prima de riesgo. AyMadre En un ratito vamos para el plató de Las Mañanas de Cuatro.",Positivo,1,"[0.0005881935358047485, 0.9994118213653564]"
El día de la marmota ,Negativo,0,"[0.9944985508918762, 0.005501430947333574]"
"""laorejadevgogh: próximo libro en la cola: ""Que la muerte te acompañe"" ¡sólo oímos hablar bien de tu novela!"" Gente con buen gusto, oyes.",Negativo,0,"[0.9992881417274475, 0.0007119247457012534]"
Sobre lo que pudo llegar a ser Bagdad y nunca fue. Sueños arquitectónicos para la ciudad. ,Positivo,0,"[0.9985270500183105, 0.0014729566173627973]"
Y ahora un secreto: me voy a Bilbao a ver cómo el AthleticClub gana contra el Shalke 04!!,Neutral,1,"[0.03284497559070587, 0.9671549797058105]"
"Y uno de esos críticos peperos de julia_otero habla, al parecer, de ""meter el enemigo en casa"". TVE es su casa? Qué espanto!",Negativo,0,"[0.9996626377105713, 0.00033735361648723483]"
"El PSOE asturiano valora ""de forma muy positiva"" su reunión con UPyD Asturias. ",Positivo,1,"[0.00032131094485521317, 0.9996787309646606]"
Firmando en el libro de honor del Gran Poder ssanta12 ,Positivo,1,"[0.0003533140989020467, 0.9996466636657715]"
"Iba a decir algo del dominio público marítimo-terrestre, pero no sería justa. Lo dejaré para otra ocasión",Neutral,0,"[0.9991169571876526, 0.0008830686565488577]"
Diego Torres dice que la infanta Cristina sí estaba implicada en el Instituto Noos,Negativo,0,"[0.9981847405433655, 0.001815255032852292]"
Santa Cruz malagasanta cofradiasmlg Alameda Principal ,Neutral,1,"[0.0033040016423910856, 0.9966959953308105]"
rafam_simancas jajaja,Neutral,1,"[0.00046347902389243245, 0.9995365142822266]"
"Profesor Ricardo Haussman Harvad Kennedy School.Mas optimista sobre Espana.Hay que exporta,exportar,exportar.",Positivo,1,"[0.003919095266610384, 0.9960809350013733]"
Anonymous ataca 450 webs privadas y gubernamentales chinas - ,Negativo,0,"[0.9995303153991699, 0.0004697577387560159]"
eElecciones en Venezuela en Octubre.Estrecho margen de Chavez sobre Caprile.Quedan varios meses inciertos.,Neutral,0,"[0.9992122650146484, 0.0007877053576521575]"
"De Guindos en TD1.no sé si lo que ha dicho generará mucha confianza.Si lo que necesitamos es crecer, estos presupuestos no lo permiten.",Negativo,1,"[0.270022988319397, 0.729977011680603]"
Esas tardes en las que todo de confabula para ir bien. Y acabeza1 te da una noticia que te hace sonreír. Mola.,Positivo,1,"[0.0003160241758450866, 0.9996839761734009]"
El Athletic está despistado.,Negativo,0,"[0.8266772031784058, 0.17332275211811066]"
Noche pasada por agua en Sevilla. Adiós a la Madrugá. Y no ha caído una gota en todo el invierno!! semanasanta  Sevilla,Negativo,0,"[0.6806014180183411, 0.31939855217933655]"
"Va a comenzar Quo Vadis, película solo apta para espectadores de fondo, el resto si aguantan las dos primeras horas ya es una marca notable.",Neutral,1,"[0.01531404722481966, 0.984686017036438]"
Nivelazo de Sarko poniendo a España y Grecia en el mismo saco!!,Positivo,1,"[0.04307049885392189, 0.9569295644760132]"
"Feliz madrugà..  anichi_: AlejandroSanz desde el barrio Macareno, llegó el momento de repartir Esperanza. Feliz madrugá maestro!!",Positivo,1,"[0.0002459189563523978, 0.9997541308403015]"
"Benedetti, poeta obligado, también para las bodas civiles.",Positivo,1,"[0.22711989283561707, 0.7728800773620605]"
"IJueves en Harvard.4 charlas y un buen número de entrevistas interesantísimas. Nye,Rodrick,Haussman.El mundo,sus problemas.Defensa de España",Neutral,1,"[0.004165987484157085, 0.9958339929580688]"
César Lumbreras viviendo esta intensa Madrugá de ssanta12 en sevillahoy.Directo en giraldatv ,Positivo,1,"[0.0002949329209513962, 0.9997050166130066]"
"Por qué hace siempre mal tiempo en Semana Santa, según Josep Pla  ",Negativo,0,"[0.9993833303451538, 0.0006166900275275111]"
A mordiscos si hace falta pero no debería bajar de 100€ “mordiscodemujer: pedroj_ramirez qué bien vendes orbyt 60€”,Positivo,1,"[0.00032453113817609847, 0.9996755123138428]"
HolaDictadura y q es para vosotros la democracia? Q se imponga vuestra voluntad? Xq no os presentáis a unas elecciones DEMOCRÁTICASa,Negativo,0,"[0.9994511008262634, 0.0005489293253049254]"
En la tele no hay fiestas que valgan ,Negativo,0,"[0.9996432065963745, 0.00035684186150319874]"
Acabo de ver un documental impecable formalmente; interesantísimo y emocionante:elmaldelcerebro ,Positivo,1,"[0.0003279799420852214, 0.9996720552444458]"
Día de descanso. ,Positivo,1,"[0.00032366320374421775, 0.9996763467788696]"
"Nos tratan como a  malos alumnos. Todo el día hablando de hacer los deberes, cuando quieren decir que renunciemos  a nuestros derechos.",Negativo,0,"[0.9995456337928772, 0.00045429664896801114]"
Solo EM. Si incluyen más oferta me da un síncope “MGary707:  pregunta sobre la oferta Orbyt: ¿Solo EM o resto prensa Orbyt? Gracias!”,Neutral,1,"[0.0006826722528785467, 0.9993172883987427]"
Aun no hemos llegado a eso pero estamos cerca :))“emiliodrio: Enhorabuena por las cifras de Orbyt cultrun ,Positivo,1,"[0.00030948963831178844, 0.9996905326843262]"
(Y de paso que azote a las olas) El PSOE exige a Rajoy que desautorice a Sarkozy por sus palabras sobre España ,Negativo,0,"[0.998908281326294, 0.001091680722311139]"
"El tamaño de España, un ""pequeño problema"": economInvestors dump euro and risky bonds as fears about Spain intensify ",Negativo,0,"[0.9993114471435547, 0.0006885096663609147]"
"Parador de Lerma, Burgos ",Neutral,1,"[0.0005761602078564465, 0.9994238615036011]"
Todo mi cariño y mi admiración por adelautrera . Leo aquí tristes comentarios machistas contra ella. Ni caso Adela. Eres valiente,Positivo,1,"[0.01369383092969656, 0.9863061904907227]"
El Swansea es de los que mejor juega al futbol en la Premier pero que golazo acaba de meter Cisse!,Positivo,1,"[0.0023925434798002243, 0.9976074695587158]"
"Y con sayal de nazareno “elopositor5: viendo sus reacciones,parece ser que el orbyt a 60 esta siendo su vía crucis particular ;) jejejej”",Positivo,1,"[0.00025684208958409727, 0.9997431635856628]"
"""Y si llueve? -A ver, no pasa nada. Si llueve lo q cae es agua, no fuego"" hno mayor Cristo Expiracion",Neutral,0,"[0.987151026725769, 0.012848938815295696]"
garcia_abadill mercedescoello tienen una comida tan típica y buena. Y muchos sitios desconocidos todavïa. Menos mal,Positivo,1,"[0.0003618600603658706, 0.9996380805969238]"
"Un F-18 estadounidense se estrella en una zona residencial en Virginia Beach, en el estado de Virginia (EE.UU.)",Negativo,0,"[0.998206615447998, 0.0017933385679498315]"
En Orihuela el Demonio también tiene procesión ,Neutral,0,"[0.9993442893028259, 0.0006556634907610714]"
Uff. Ni idea.  ValeSanz1: AlejandroSanz donde fue esta foto? :) ,Neutral,0,"[0.787421703338623, 0.21257826685905457]"
Otro tapón de plástico  vivaelcorchodeExtremadura ,Neutral,1,"[0.007394370622932911, 0.9926055669784546]"
ostwitting:  hermanntertsch:Las sillas vacías de 11.541 muertos. Hoy recordemos que lo peor es siempre posible.Y evitarlo también.,Negativo,0,"[0.9980284571647644, 0.0019714778754860163]"
Religión 2.0:la Iglesia se vuelca en las redes sociales para rejuvenecer su feligresía. portadaEPC de Sábado de Pasión,Positivo,1,"[0.0007034805603325367, 0.9992965459823608]"
La puse en mi facebook ;)  momiasanzera: AlejandroSanz Y la foto del camerinoaa? (: hola Ale! (:,Positivo,1,"[0.0006871383520774543, 0.9993128776550293]"
Servitas cofradiasmlg malaga . Centro Historico de Málaga ,Neutral,1,"[0.0009607886313460767, 0.9990392923355103]"
"Con la entrada de La O terminó el Viernes Sto.Mañana El Sol,Servitas,Sto. Entierro y La Trinidad.En giraldatv volvems a las 16:30h.Nos vems",Neutral,1,"[0.0015356811927631497, 0.9984643459320068]"
Fgarea yo también regreso hoy al tajo. Atravesando a toda velocidad el campo andaluz,Neutral,1,"[0.0005453525227494538, 0.99945467710495]"
Buenos dias. Lagarde (FMI) avisa de que Grecia puede quebrar y salir del euro.la amenaza ya se conoce pero la receta para evitarlo?,Negativo,0,"[0.9994868040084839, 0.0005132207297720015]"
"Un timo Kiosko y mas para leer periódicos como ABC, El País y otros. Tres días sin poder entrar a la aplicación. Nadie se responsabiliza .",Negativo,0,"[0.9992658495903015, 0.0007341655436903238]"
La Ertzaintza investiga si el herido tras el partido del Athletic sufrió un pelotazo - ,Negativo,0,"[0.9992150068283081, 0.0007849389221519232]"
Creo que hace años que no dormía 10 horas .buenos días ;-)),Positivo,1,"[0.00048668295494280756, 0.9995132684707642]"
De Guindos anuncia en Alemania nuevos recortes en educación y sanidad. ¿Cuándo va a explicar a los españoles ese plan? ,Negativo,0,"[0.9995725750923157, 0.0004273777303751558]"
