texto,sentimiento
Tiempos raros: las encuestas no anticipan los resultados y el gobierno no anticipa la reacción ciudadana. La democracia resiste. 29MHG,Positivo
Para los que preguntáis. Mañana sólo se emitirán en TVE los telediarios como servicios mínimos pactados entre dirección y sindicatos.,Neutral
"A 6 minutos de comenzar la huelga general, ya oigo los bocinazos .lo primero : que no despierten a mi hijo por favor .dormiremos?",Negativo
"Uf  montesinospablo: ""esNoticia: El País &gt; El Supremo cita a Elena Salgado por un crédito que no concedió ",Negativo
Empieza la primera huelgageneral con redes sociales. Veo q aqui se va a dar una batalla mas intensa que en las calles. Los tiempos cambian,Positivo
¡A las mariscadas!,Neutral
"Por que le tienen que pegar patadas a las papeleras los que están cerrando los bares? No lo entiendo, de verdad que no lo entiendo",Negativo
No entiendo tanta violencia  RafaelPorrasG: Puquetes atacan a Lis plicias en alcazabilla,Negativo
Ole tu  AndreytaSanzera: AlejandroSanz Como os imaginais el próximo disco? //Como el AIRE! INDISPENSABLE! ;p,Positivo
Claroo Que hay pero todavia no ;)  jdanilopez77: AlejandroSanz Entonces queaa? Hay discoaa?,Positivo
El Gobierno informará sobre el desarrollo de la huelga general en una primera comparecencia a las 6h ,Neutral
"Título de la obra: ""Inspiración asiática o como quedarse sin tinta en el bic"" ;-) ",Positivo
"Políticos (y otros) que para cuestionar y desprestigiar la huelga general añaden la palabra ""política"".",Negativo
Portada La Vanguardia ,Neutral
"B. Días. En unos minutos, en Herrera en la Onda. Huelga general. Hasta ahora 35 detenidos. Seguimiento desigual y guerra de cifras.",Negativo
Si los piquetes no son violentos ¿Porqué quieren impedir a la fuerza que salgan los autobuses en Madrid?,Negativo
El peque ya en el cole y ahora tomando un café donde todos los días ;),Positivo
"DGT: En general se registran las mismas retenciones de tráfico a esta hora, que el jueves pasado",Negativo
Oeoeoeoeoeoeoe jpedrerol oeoeoeoeoeoeoe Gato_directo y oeoeoeoeoeoeoe TelediarioInter ! Enhorabuena! Maquinas!,Positivo
"Soy fan de Fatima Bañez, una ministra con un par. loteniaquedecir",Positivo
"La portavoz parlamentaria PSOE, Soraya Rodríguez,expresa en nombre PSOE, solidaridad, con los trabajadores q han decidido secundar la huelga",Positivo
Según UGT y CC.OO el seguimiento ha sido masivo en los turnos d noche y aseguran q la jornada transcurre con normalidad y escasos incidentes,Positivo
Ahí estaremos. ,Neutral
Alfonso Alonso (PP) afirma que el gobierno vela para garantizar derechos y en el congreso sigue con las reformas para luchar contra el paro.,Positivo
Ambiente en Gran Vía ,Neutral
CCOO y UGT dicen que en obras de edificación la mayoría sigue la huelga (EFE),Neutral
Los Campeonatos de España de Natación comenzaron esta mañana con normalidad en el Centro Acuático de Málaga (EFE),Neutral
Según UGT: La huelga en Cataluña es generalizada en industria y transporte público (EFE),Neutral
He corrido 3.63 kmg ,Neutral
Tendrá algo que ver l donación en 2003 d 140.0 € a CDC de las concesionarias d ITV con l concesión otorgada en 2003? ,Neutral
Manifiesto del PSOE ante la huelga ,Neutral
Un Plano con trampa. ,Negativo
"Hoy Especial enhuelga 13tv_AlDia de 20.30 a 22.15 y Especial DHAM_13tv de 22.55 a 01.15. en directo, non stop. a la japonesa",Neutral
"Por cierto, estos liberados sindicales fueron a Ferraz a montarla en la Huelga de 2010? MiraQueMeDaQueNo",Negativo
"En la calle Hortaleza, muchos comercios han echado la persiana. Los chinos, todos abiertos.",Neutral
Un piquete en plena coacción cerrando un comercio mediante coacciones en Gran Vía piquetesmafiosos ,Negativo
Acabo de presenciar la agresión de piquetes a ciudadanos que no quieren hacer huelga en Gran Vía.  abajolospiquetes,Negativo
Muy buena carta de Álvaro de Marichalar respondiendo a Pilar Rahola: ,Positivo
"Sindicalismo incívico: El PP ya gana hasta en Andalucía, aunque IU impida el cambio. Es decir, la transformación. ",Neutral
¡Noticias descombacantes! está disponible! ,Positivo
"""Un clamoroso fracaso y un insulto a los parados"". Editorial 13tv_AlDia 13television 20.30h especial enhuelga FracasoSindical",Negativo
"Fuerte abrazo a caraamable, que ha sufrido en sus carnes la acción de los piquetes 'informativos' por hacer su trabajo mafia intolerancia",Negativo
En directo en el 24horas la ministra de trabajo.,Neutral
"Según ministra de empleo, hay ""normalidad. El gobierno trabaja en su principal preocupación: sacar a España de la crisis"". Congreso",Positivo
"La ministra Báñez se agarra al dato del consumo de energía que, según ella, es menor que en otras huelgas.",Negativo
La ministra de trabajo asegura que el consumo energético es mayor que en las dos convocatorias de huelga previas 29M,Neutral
"Mtra Empleo ""la parte troncal de la reforma no se va a cambiar porque es la necesaria para mejorar el empleo"" a las 15h A3Noticias",Positivo
"Que gracias , a mi si me ha pasado estos días!  La sequía nos carga de electricidad ",Neutral
Terminada la comida.fotito al canto!! En macumba yo soy bohemia! ,Neutral
"29M Los q quieren minimizar hablan d normalidad en la calle y de comercio abierto. Los q quieren agrandarla, de las fábricas. Todos sesgan",Negativo
"La huelga a la japonesa del Congreso de los Diputados no ha sido tanta. El Pleno termina a la hora de comer, como algunas veces",Negativo
"Venga, ya estamos en portada en el Wall Street Journal ",Positivo
CCOO usa una 'foto trampa' para inflar el éxito de la huelga ,Negativo
Estoy en la manifestación de Madrid. Sin duda hay muchísima más gente que en la anterior huelga general.,Negativo
Nos vamos a Atocha para ver la incidencia de la huelga. ¿Habrá normalidad? TelediarioInter 20:30,Negativo
El Congreso aplaude a Fátima Báñez. Soberanía nacional vs coacción sindical. TelediarioInter 20:30,Positivo
"INDIGNANTE. ""Los piquetes agreden a una niña discapacitada en Córdoba"".",Negativo
"El TC sólo estima 3recursos a presos de ETA por la 'Parot'. Casi 30 son rechazados, pero aún queda revisar otros tantos ",Neutral
Ya está liada otra vez en Bcn. Batalla campal en el centro de Barcelona ,Negativo
Encarna. Te bloqueo por insultar.,Negativo
¿No os parece significativo que los únicos medios de comunicación en los que ha tenido incidencia la huelga sean los que pagamos todos?,Negativo
"Mi análisis mañana en elconfidencial: ""Una huelga de baja intensidad que relaja la presión sobre Rajoy"" dospalabras",Negativo
Buen relato en storify de ikerarmentia sobre el seguimiento de la huelga en los medios ,Positivo
"Tras la huelga general de hoy, mañana los Presupuestos del viernes de Dolores.",Negativo
"""Mucha gente"" no es un concepto muy técnico. Pero es que hemos querido volver a medir: 170.0 asistentes en Madrid según nuestros .",Neutral
"Toxo a Rajoy: ""No se puede arruinar tres décadas de diálogo social sin pagar las consecuencias"".",Negativo
"Dicen que los sindicalistas están anticuados, pero la mitad de los que rodean a Toxo y Méndez están tuiteando. 29M",Neutral
Calle Consell de Cent. Bcn ,Neutral
Anacronismo . Sobre la decadencia de las huelgas generales. Via el_pais Gracias JesusEspino  ,Neutral
"Como siempre, hay quien intenta manchar el éxito de las movilizaciones con la violencia (injustificable) de algunos grupos minoritarios.",Negativo
"Ni el voto es un cheque en blanco, ni la mayoría absoluta es inexpugnable. El PP debería saberlo por experiencia.",Negativo
De mis películas preferidas (watching Primera Plana) ,Positivo
Génova tiene difícil papeleta en Asturias. Si prima el gobierno pierde el partido a manos de Cascos. Si prima el partido pierde el gobierno.,Negativo
Qué me decís? 4-2!,Neutral
Enhorabuena al bilbao!! Grande!,Positivo
Bueno el athletic!! Perdon chicos! Ehnorabuena!,Positivo
RAUL 2 - ATHLETIC 4. ¡Aupa Athletic! ¡Aupa Athletic! ¡Aupa Athletic!,Positivo
"Hoy publico en mi blog un nuevo Post ""29-M"". Espero vuestras opiniones. ",Neutral
El IBI en malaga  podrá pagarse en cuatro plazos ,Neutral
"Pues sí “emilio2259: Esperanza Aguirre, sobre la huelga general: «Estos sindicatos caerán como el muro de Berlín» ",Negativo
Una que se va a dormir ;-)) Mañana mas y mejor buenasnoches,Positivo
"Lo importante es que mañana tras la huelga seamos capaces cada uno desde su responsabilidad, de acertar. Me preocupa el nivel de algunos.",Neutral
Por cierto Raúl es un crack y el Athletic la leche,Positivo
enough today. dos huelgas más como ésta y unos cuantos somos hombres muertos!!. mañana estaré a las 13.30h en mananascuatro,Negativo
ManelMiro: La diferencia socialdemócrata.Texto d sevillajordi d lectura imprescindible. Alguien cogerá el testigo? ,Positivo
"Buenos días. Coincido con el Papa en criticar a quienes ""encerrándose en su verdad intentan imponerla"" al resto aun con insultos en la onda.",Neutral
jesusamadori: sevillajordi su artículo me ha inspirado y alegrado mi paseo perruno d la mañana. Compraré su libro.,Positivo
Portada El Mundo ,Neutral
Portada Qué - Madrid ,Neutral
"Oeoeoeoeoeoeoe oeoeoe oeoeoe increíble audiencia de ayer en Intereconomia el canal 2,4% de share! Gracias!",Positivo
"MartinChamoso: BasesenRed Certera descripción, suscribo como militante PSOE BasesenPie sevillajordi ",Neutral
"Una huelga de ""baja intensidad"" que relaja la presión sobre Rajoy - Dos Palabras ",Negativo
"Vamos camino de ser de nuevo el equipo mas querido de España, y empezamos a ser apreciados en Europa! Orain ta beti gora ATHLETIC!",Positivo
A las diez EDCHrne habla marcsala76 con alegriamuda sobre Mario y autismo,Neutral
"Se nos quiere hacer creer que España empieza a ser ya como Grecia, pero la realidad es q estamos muy lejos de eso. O no tanto?",Negativo
El gobierno se refugia en los votos y eso esta bien. Pero negocia con los mercados y no con los ciudadanos. ¿ES UN GOLPE DE MERCADO?,Negativo
"Durante el evento, entregaremos distinciones en materia educativa como las Cruces José de Calasanz y la Medalla de la Educación Aragonesa",Positivo
Hoy es viernes de dolor (aunque la subida de la luz es el mes que viene),Negativo
Voy a aprovechar que es viernes para irme a Tudela a un coloquio y eso.pichorradicas,Positivo
Feliz día lolacastrodiaz Lolacervera lolacuencas LolaDulop lolagarcior LolaPalanco96 LolapdePrado LolaRengel LolaSanchezDom FF,Positivo
Asi es  juanjemolina: No os perdais la aplicación Icofrade está muy currada!! Podeis descargarla en las Appstores correspondientes!,Positivo
"Te va a caer un UNFOLLOW q no te vas a levantar en 6 días ElExpecial: Lucas, duerme con el culo tapado y calla.PlastaHastaCuandoNoCurra",Negativo
Willy Toledo ha pasado la noche en los calabozos de la Policía y ha sido trasladado esta mañana ante el juez,Negativo
Un asteroide de 48 metros pasa este domingo cerca de la Tierra NASAJPL - ,Negativo
"LaPepa 339 ""Las contribuciones se repartirán entre todos los españoles con proporción a sus facultades, sin excepción ni privilegio alguno""",Positivo
Castellana sí.:)  sgueina: JuanraLucas a que tú das fe de que no soy áspera ni castellana?Loveyoubandido!,Positivo
"He publicado 3 fotos en Facebook en el álbum ""R.C.D Mallorca - F.C. Barcelona 2012"". ",Neutral
Os dejo una reflexión tras el 29M por si queréis hacer . Gracias ,Neutral
"EDCHrne: El lunes hablamos con sevillajordi de ""Para que sirve hoy la política"" y María Bollaín nos presenta su visión de La Regenta.",Neutral
.UPyD plantea al PSOE un gobierno de concentración para Asturias ,Neutral
"""Los BRICS alzan la voz"": nuevo post de mi blog ""El Ojo y el Párpado""  ",Neutral
"Esta tarde, a la Junta Directiva del PP valenciano: se convocará el congreso que revalidará a albertofabra como líder regional. ppcv",Positivo
"Valeriano Gómez (PSOE), ex ministro de Trabajo, subraya que la legitimidad del Gobierno para hacer la reforma laboral es ""incuestionable""(1)",Positivo
"Los programas contra la violencia de género del Min. d Sanidad aumentan su presupuesto en más del 16%. Es de lo poco que sube, ¡bien!",Positivo
Gran expectación en La Moncloa. Esperando los recortes CMin ,Neutral
"PGE La vicepresidenta va preparando el terreno: ""situación límite y si hubiera sido otra, las decisiones serían muy diferentes""",Neutral
"Recorte ministerios de un 16,9%. ""Ajuste drástico""",Negativo
No habrá subida del IVA y se recortarán  27.0 millones de euros.,Negativo
"A las 3 en A3noticias, el presupuesto tiene otro recorte de un 17%, congela el sueldo de los funcionarios y sube el impuesto de sociedades",Negativo
"A las 3 en A3noticias, el gobierno catalán quiere endurecer la ley para enfrentarse a los violentos antisistema de Barcelona",Positivo
Impresionante la cantidad de saludos que he recibido en lo que va del día. Me habéis cargado las pilas para todo el resto del año.,Positivo
En el blog: La voluntad de caminar juntos ,Neutral
La luz doméstica sube un 7% pge,Negativo
El recorte es de 27.300 millones de euros CMin,Negativo
El ajuste es de 27.300 millones de euros,Neutral
"Presupuestos Atención, pregunta. Mantiene el Gobierno su previsión de que el PIB caerá el 1,7% o cree que con lo aprobado hoy será más?",Negativo
"Hoy m acompañan en 13tv_AlDia 13television Pilar Gómez, Montse Suárez, Enrique Martínez y Ana Pardo de Vera.",Neutral
Comiendo con mis hermanos 3gerardpique y cesc4official. Moc moc ,Neutral
"Montoro habla de ""regularización fiacal"". O sea, habrá amnistía fiscal. consejodeministros",Negativo
"Presupuestos Ha ido muy deprisa Montoro, pero juraría que estamos ante una amnistía fiscal para los defraudadores que regularicen",Negativo
Presupuestos Y ahora cuenta Montoro algunas de las maneras baratitas que tendrán a su alcance los defraudadores para regularizar,Negativo
Ojo Urdangarines  oportunidad “ines_calderon: Montoro anuncia amnistía fiscal para quien traiga los millones a España. consejoministros”,Negativo
SergioRamos davidbisbal david_busta 2010misterchip mariatoledomt alejandrosanz pabloalboran abrazo amigo!! Te deseo lo mejor!!;)),Positivo
tuteledigital: mananascuatro marca máximo rozando el 9% gracias al interés de la huelga general. ,Positivo
Cambios en el impuesto de sociedades ,Neutral
Carta con lupa. Lo mash. NoEsMenúParaViejos ,Neutral
Se va a reducir un 20% las subvenciones a los partidos políticos,Neutral
Estos son los twitters oficiales de los NumerosUno. ¡Síguelos! ,Neutral
Comenzamos la Junta Directiva del ppmalaga eliasbendodo margadcm Francissalado ,Neutral
"Un Gobierno de izdas bajo los impuestos a las grandes empresas y un Gobierno de dchas se los vuelve a subir, es este el mundo al revés?",Neutral
"“Armando_, Bonito retablo. ",Positivo
".eliasbendodo "" ahora a seguir trabajando con humildad, esfuerzo y responsabilidad """,Positivo
